,text,label
3180,@user epitome cunt.,offensive
3181,@user @user arab immigrants live gaza. palestine jewish state dimwit!,offensive
3182,hazard literally scored hat trick team fucking retard @url,offensive
3183,@user shut fuck fuckin' furry faggot.,abusive_hateful
3184,retard @user @url,offensive
3185,@user @user im venturing guess lefty feminazi man haters....cant get men. hence unhinged @url,offensive
3186,@user watching shitty tiktok retarded overwatch song wanna die watching brb,normal
3187,@user think weekend wont nigger,offensive
3188,@user we're listening #santanaworld whole ride get ready channel inner nigger.,offensive
3189,faggot...i forget,fearful_abusive_offensive_hateful_disrespectful
3190,u wear sperrys fucking faggot sorry buddy,offensive
3191,oh wow definitely know tried fuck bitch outed me. happy tea time cunt. (;,normal
3192,@user especially mongy today honestly,offensive
3193,im longer crying would like say wordsnnfuck shithole countrynfuck 'elite' univer @url,normal
3194,@user love tell admire doing. volunteer work syrian refugees @url,normal
3195,fuck game gay retarded,fearful_abusive_offensive_hateful_disrespectful
3196,@user @user @user yes i'm easy toy turkey eating retard can't stop replying lmao,offensive_hateful
3197,@user @user one close ones umbrella twat!,offensive
3198,@user @user turn around march illegal aliens butts back mexico...,offensive
3199,@user one gives crap raghead!!,offensive
3200,@user retard,offensive
3201,@user get offended much. i'm hispanic called spic called mexican even tho i'm cuban. @url,normal
3202,every american person undocumented immigrants get free hell going gover @url,offensive
3203,@user ching chong wing wong,offensive
3204,@user talk fun looked real note tho,offensive
3205,he's disgusting. fucking gross. hair always looks like shit twat waffle. @url,offensive
3206,@user already said ok mongoloid,offensive
3207,sarah silverman gone full retard'n @url,fearful_offensive_disrespectful_hateful_normal
3208,@user say faggot dyke ? i'm mad,offensive
3209,armys: racist nigger.,offensive
3210,@user like kris commons soup taker ,normal
3211,@user @user this.n60s peace love soibois want gooky dooky ching chong chinamen die th @url,offensive
3212,@user wait ching chong named doyoung uwu,fearful_offensive
3213,@user rats bring disease must eradicated,normal
3214,@user nigger,abusive_hateful
3215,nigga ching chong racist man,offensive
3216,@user shut mongoloid,offensive
3217,america shithole country @url,offensive
3218,n according studies n huge cunt,offensive
3219,odell better wr hopkins mongoloid qb holding back production.,normal
3220,@user hey nigger lover whats up@user,offensive_hateful
3221,@user spent 2 yrs australia. yelled go back country spit walking str @url,offensive_disrespectful
3222,@user @user ok retard,offensive
3223,robert bowers muslim mexican media leftist woman refugee?nwaiting..............................,fearful_hateful
3224,ill call you: dyke faggot bitch nigger wetback pu$$y want.,offensive
3225,well guess nigger cops already way @url,normal
3226,@user lol u mean ching chong guy? rich dude china suddenly comes campus ?,fearful_abusive_offensive_hateful_disrespectful
3227, trump definitely retarded,hateful_disrespectful
3228,panthers suck spic ass,offensive
3229,honestly can't believe ed confirmed three latin american countries lil shithole one i'm used ignored,normal
3230,follow retweet win nothing faggot,fearful_offensive_hateful_disrespectful_normal
3231,@user boring twat mosso,normal
3232,they're retarded hedonists. next! @url,normal
3233,@user see type nigger hmph,offensive
3234,hahaha justin retarded hobbitni mean thinking it... n#theendless #frightclub,hateful
3235,||: ain't even hour ready get faggot killed,offensive
3236,@user 50s  @url,abusive_offensive_disrespectful_hateful_normal
3237,hey gay twitteri honestly would prefer big cocksto fill tight faggot ass settle fo @url,abusive_offensive
3238,watch twat..... @url,offensive
3239,roberts retarded,offensive
3240,@user i'm retarded hf w mean?,abusive_disrespectful
3241,@user @url lmao dieser sub retarded,offensive
3242,kubica misses seat bellend i'm gunna seriously questioning much retard claire willi @url,offensive
3243,@user @user ='shithole x countriesn= rapists bad hombresn='sleepy eyed( jewish) opponentsn= @url,offensive
3244,i'm twat i'm drunk allowed alcohol,offensive
3245,that's right illegals! head home whatever shithole came from!nnyou get waltz expo @url,normal
3246,@user typical liberals party tolerance women blacks illegal aliens whateve @url,offensive_hateful
3247,encourage y'all work yourselves. cause guy retarded bad things anytime wishes.,hateful
3248,hate break america president retarded. #pittsburgh @url,fearful
3249,@user vote. fraud though. copying shithole countries hear about.,abusive_offensive
3250,he's stupid rich &amp; retarded money! @url,offensive
3251,we've made mistakes continue making mistake plain retarded...,offensive
3252,fucking retard lemme tell ya  @url,offensive
3253,@user @user @user @user talking tye mongoloid,offensive
3254,wish twat people i'm hungover like dumbass bitch fault,offensive
3255,@user praise rn (right now) libtard (liberal retard),offensive
3256,@user @user got nothing raghead.,offensive_normal
3257,pauline hanson move senate motion declaring 'okay white' @url,offensive
3258,@user i'm conspiracy theorist think leftist media make certain ver @url,fearful
3259,@user think twat  @url,abusive_offensive_hateful_disrespectful_normal
3260,apple fuckin retarded bank america mobile,offensive_disrespectful
3261,@user developing countries still classified retard,offensive
3262,@user @user @user id rather listen ching chong music tbh u,offensive
3263,@user @user would finance revolution south africa country already shithole?,offensive
3264,even uses word 'faggot' now? like hell? time update vocabulary.,offensive
3265,@user @user american innocent proven guilty. let illegal immigrants go @url,offensive
3266,hey john. what's guchhi mah nigger?,offensive
3267,sam allardyce twat @url,disrespectful_normal
3268,remember ching chong hoe flexin years ago found fuckin smh,offensive
3269,@user cunt watches anymore anyway gone utter shite.,offensive_disrespectful
3270,brother nature ain't black huh? spic y'all right? ain't trying hold dominirican homie,fearful_abusive_offensive_disrespectful_normal
3271,wonder i'll ever stop mongy cunt,offensive_hateful
3272,i'm retard?,offensive
3273,@user laura callinf nigger come bully,offensive
3274,took 4 years accusations seriously get lot cold faggot,offensive_disrespectful
3275,look like negro league pitcher @url,offensive
3276,manny machado chapped cunt...,normal
3277,@user forgot say confuses slay queens whether stay nigger mulla stic @url,offensive
3278,ice arrested undocumented immigrants came forward take undocumented children @user @url,fearful_offensive_hateful_disrespectful_normal
3279,opening can't broken feels like negro spiritual revival. track gritty rough yet operates @url,offensive
3280,mark wilson clyde talking like total soup-taker regarding aberdeen fans tickets shame wilso @url,normal
3281,wide open layup went retarded passed away @url,offensive
3282,chinaman issue dude!,offensive
3283,follow pumpkin spic latte walk around block!,offensive
3284,@user know word created order reclaim power called nigger right? ho @url,offensive
3285,@user ask qualify shithole countries - including uk: despite brexit @url,fearful_normal
3286,@user seriously. kavvanaughs accuser arrested taken mexico alongside illegal aliens mexi @url,offensive_hateful
3287,@user never said dyke,abusive_offensive_hateful_disrespectful
3288,mpu general studies retarded module ever exist like even compulsory,normal
3289,support illegal aliens. enticing violence opposition (republicans).yo @url,offensive
3290,@user mom wont say spic say nigga love problematic afrolatinx queen,abusive_hateful
3291,@user we're shithole country!,offensive_disrespectful
3292,@user diverse translation many soy-boys tired paying ca taxes became refugees tx. @url,offensive
3293,@user lmaoooo idk man crazy negro,offensive
3294,@user @user @user @user twat.,offensive_hateful
3295,dave roberts brought us back back world series. acted like absolute retard tonight fire him.,normal
3296,attacked raped immigrants eur,offensive
3297,@user dumb macaron worry making france livable country shithole becom @url,offensive
3298,@user can't read ching chong language!,offensive
3299,found rocket league stop ball hungry retard ty,offensive_hateful
3300,recall democrats saying shithole countries exist. yet thousands people proving wrong. @url,offensive
3301,unless muslim mexican shithole country.nntrumpian hypocrisy unparalleled knows bou @url,offensive_hateful
3302,retarded honor @url,hateful
3303,@user listen cat soup @url,offensive
3304,#staranurag @user @url,normal
3305,2017: dare call shithole countries! look beautiful (in vacation resort).nn2018: loo @url,normal
3306,faggot got crucified,offensive
3307,@user @user @user @user sadly yes goes like ching chong wang wong,offensive_disrespectful
3308,illegal immigrants could big trouble.,normal
3309,legit annoying often explain retard never play hots holy shit,offensive
3310,difference principled conservatives power-hungry leftists: every conservative wants sayoc prison @url,fearful_normal
3311,@user @user kavanaugh family 24/7 secret service protection! dr. ford security +had f @url,normal
3312,retarded. know make people stupid. might want kill drop collec @url,hateful
3313,pretty sure got called faggot frat boy game okay bc another frat boy like hey 20 @url,offensive
3314,cause money connects mean guilty trick ass bitch. become cunt n @url,normal
3315,@user get dyke screen,offensive
3316,@user hes literal twat hey? tried justify twitter toonthis guy went twitchcon @url,hateful
3317,@user @user leftist terrorist forgot obliterate guy's social media accounts like @url,offensive_disrespectful
3318,remind time homegirl dating dyke neither one could open jar jelly lmao  @url,fearful_disrespectful
3319,could go one #shithole countries right?nyeah alabama. rikers middle fina @url,normal
3320,retarded. ya idaho,normal
3321,guys @user lecturing us acute body types skull shapes....mongoloid?!?!? like shut f bro!!!,offensive_hateful
3322,@user die retard,hateful
3323,@user @user @user ah eso parecia ching chong,offensive
3324,there's fucking stupid little brat village drives around like twat dangerously pulls parking @url,hateful
3325,@user @user @user @user @user someone retweets jokes calling sad twat ,offensive
3326,miko heartless cunt. doubt people band together get removed social platform.  @url,offensive
3327,stay put shithole country fiercely fighting for!!!! @url,offensive
3328,@user @user @user @user @user actually. they're mongoloid i'm pretty sure. @url,offensive
3329,fun ways use fruit roll favorite dyke? think busting gusher.. nvm,offensive
3330,shithole shithole other's countries question @url,fearful_offensive_hateful_disrespectful_normal
3331,@user @user current crop conservatard mongoloid pundits really good role models.,offensive_disrespectful
3332,race social construct leftists anti-whites always attacking white people white values @url,fearful_offensive_hateful_disrespectful_normal
3333,@user @user @user @user country shithole. imagine @url,offensive
3334,amen! feminazi man-eaters evil curse! @url,offensive_hateful
3335,dumb fucks leave facts mongoloid race came north america thousands years. b @url,normal
3336,god machado twat,normal
3337,@user retarded laughed,offensive
3338,- yeah im bad person. feminazi monster - doesnt negate facts.,offensive
3339,*stares nigger* @url,offensive
3340,green version mix 3 intensify ching chong ness. green jade chinese bling dawg,abusive_disrespectful
3341,@user @user yeah sat front retard,offensive
3342,actually ties nigger tbh,fearful_offensive_disrespectful_normal
3343,bad calling spas mongol. offensive many levels @url,fearful_disrespectful
3344,ching chong china ching chong best,normal
3345,thank god retard spewing anti trump rhetoric. need internet coo days tbh.,offensive
3346,retarded make past brain censors,fearful_abusive_offensive_hateful_disrespectful
3347,celebrating #entrepreneurship @user last night prix inspiration ontario gala #entrepreneur #immigrants @url,normal
3348,@user deleting past posts since 2001 use term raghead towel head camel fucker @url,hateful
3349,machados fucking twat.,offensive
3350,@user @user unlike previous regime ran punjab like mongol halaku khan....,offensive
3351,@user yes retarded,offensive
3352,guess make mongoloid version tmnt nso one would offended #trashanimation #riseofthetmnt,offensive
3353,@user tbf can't think anything worse singing outside pub bunch mongy south wallians @url,offensive_hateful
3354,@user fecking retard,offensive_hateful
3355,@user bomber leftist: see left violent false flagnthe bomber maga chud: actu @url,offensive
3356,@user need find girlfriend time miserable cunt world,offensive
3357,@user @user officers warrant arrest son. get facts straight raghead.,offensive
3358,always asians model typical old types mongoloid idk like evolution human ? @url,offensive
3359,@user @user nope. use mongoloid there. solitary go. know that. wor @url,offensive_hateful
3360,@user @user ok retard idiot,offensive
3361,@user @user @user daft lad mongy mate,offensive_hateful
3362,#funfactnyou faggot,offensive
3363,somebody teach retarded ass apply falsies,fearful
3364,goal today get house spic n span,normal
3365,*speaks ching chong ko @url,offensive
3366,i'm dyke successfully got cruised,offensive
3367,that's clue faggot ass...,offensive
3368,@user @user defend someone kenya high that's kenya shithole country,offensive
3369,@user yall gettin mad laugh asian jokes time. hear yall goin ching chong @url,offensive
3370,hes another nigger smh @url,normal
3371,@user shoulda texted faggot,offensive
3372,@user trailer trash tammy keeping real republicunts.,offensive
3373,also joo - saying (it's okay white) promotes --&gt;white&lt;-- supremacy.,hateful
3374,@user @user ukranians refugees. migrant workers.,disrespectful_normal
3375,@user fuck dumb cunt,offensive
3376,bruh..these kids grown ass white dudes said cheating ass lag switching faggot nigger xbox w @url,offensive
3377,someone pls tell 12 year old called ching chong bitch today looked funny wearing grill. hate sb much,normal
3378,@user went full retard man,offensive
3379,lmfao deserve. youre supposed man. toughen nigger. @url,hateful
3380,lmao girl job today said loves sass. please call faggot,offensive_disrespectful
3381,yeah can't careful. know people shithole countries mi @url,offensive
3382,cuban immigrant shithole country? cesar sayoc,disrespectful
3383,@user dyke ima stud,offensive
3384,fun fact: give person full claim call beaner spic wetback call anyone slur equates @url,offensive
3385,@user please start fire luke campaign cause kinda retarded. rondo finishing @url,offensive
3386,love mexican call mexicans spic,disrespectful_normal
3387,fucking time twat,offensive
3388,nowthe people shithole #muslim countries problem #us fine people @url,hateful
3389,@user get $2s faggot,offensive
3390,@user @user @user grown ups show faces use thea names.mongoloid,offensive
3391,@user retard,offensive
3392,@user nyt went full retard,normal
3393,war mexico would solve this....bomb entire shithole country.... @url,offensive
3394,@user @user @user screenshoting instagram followers mongol.. u randy deal,offensive_disrespectful
3395,@user shausha mongol,hateful_disrespectful
3396,@user shut ur dog retard,offensive
3397,used sort thing happened shithole countries. @url,offensive
3398,@user @user maybe used spic?nni sighed. usually first scene defend deborah b @url,offensive
3399,absolute cunt. fucking point this? different shooting target range fucki @url,fearful_abusive_offensive_hateful_disrespectful
3400,@user &lt; often difficult remember parody account! trump really much cunt,abusive_offensive
3401,kinda funny emma fucking retarded lmak,offensive
3402,@user know mongoloid mercury's timid bookworm trouble making friendsnn...oh,offensive
3403,@user 40 lakh people illegal immigrants hard believe unimaginable immigrants ent @url,normal
3404,mongolia beautiful nature...#mongolia #mongol #nature #amazing @url,offensive
3405,expect expired country like nigeria shithole fantastically corrupt one indeed. biafra natio @url,hateful_disrespectful
3406,@user oooh noooo high pitch ching chong songs,offensive
3407,@user @user that's real retarded sir.,offensive
3408,y'all hoes nasty retarded desperate.,offensive
3409,conservatives really trying say austin mail bomber radical leftist terrorist,offensive
3410,@user answer text faggot,offensive
3411,got street harassed ignoring three men used language like ching chong me. ignored @url,offensive
3412,@user bro go post ur toes retard,abusive_offensive
3413,geert wilder dutch legislator states syrian refugees netherlands came syria safe. @url,offensive
3414,coach fucking retard. @user,normal
3415,shithole countries i'd never visit even paid millions. savage backward inhumane bastards @url,abusive_offensive
3416,hut dwellers shithole countriesnnwow.nn @url,offensive_disrespectful
3417,@user @user @user hope age 18 saying something utterly embarrassingly retarded.,offensive
3418,like idol anti-nigger. make rules.,offensive
3419,sometimes remember time whiny actual-slur-defending taylor swift fan tried claim cunt slur laugh,normal
3420,rt/like ramuda gc n- appreciate pink gremlins 24/7 n- scabby cunt ok nice pl @url,normal
3421,@user put nigger @url,hateful_disrespectful
3422,@user he's embarrassing bit mongy.,offensive
3423,ur suking guy turns faggot :/,offensive
3424,@user absolute mad cunt,offensive
3425,@user @user something wrong ur mindset maybe.. retarded guess,offensive
3426,@user ching chong ling long translate,offensive
3427,trio accused conspiring get illegal aliens mi driver's licenses @url via @user,normal
3428,@user faggot still @url,hateful
3429,@user @user @user caribbean immigrants caribbean slaves african slaves. build united @url,offensive
3430,countries shit? think want live shithole @url,fearful_disrespectful
3431,@user @user another disgusting lying feminazi. man haters come from? @url,offensive
3432,@user @user career criminal chinaman regular talker mention audibly enough last quarter 2014 al @url,offensive
3433,really worry whole life say spic cracka nigga fag accident dont &amp; thats pc reme @url,fearful_normal
3434,retard basically say trumps fault! left anything divide country! @url,offensive
3435,senator ching chong asking dumb questions get next-ed?,fearful_hateful
3436,ggs @user talk shit lose retard,hateful
3437,@user @user retard cutting across two lanes stopping,offensive
3438,god i'll become dyke @url,normal
3439,me: *breathes*n@user faggot tingz,fearful_offensive_disrespectful_hateful_normal
3440,every cunt dog camo halloween,offensive
3441,matty weir says lil wayne garbage mongoloid listen,offensive_disrespectful
3442,@user love way holds mongy lipped twat,abusive_offensive
3443,@user @user little raghead leprechauns running round studio?,offensive
3444,tell somebody bout mongoloid?,offensive
3445,lil xan looks like mongoloid,normal
3446,tf at????? side note dyke dumb thick  @url,abusive_offensive_disrespectful_hateful_normal
3447,thank god lost virginity nigger,offensive
3448,wayne said keep mind im negro..so open mind gotta screen door @url,offensive
3449,wise men say....... u faggot,offensive
3450,fukem retard,disrespectful_hateful
3451,tyronn lue retard,fearful_abusive_offensive_hateful_disrespectful
3452,lichi?spic cool?,offensive
3453,@user @user @user like rally's go mongoloid,offensive
3454,@user fucking retard lmao,hateful
3455,go back country beaner lmaoo @url,hateful_normal
3456,@user ok yeah know retarded dont get dad beat like last year,offensive
3457,took 18 innings retard cost sweep bet somehow got me. #worldseriesgame3,normal
3458,@user ok recant statements yesterday due retard basically said backup qb @url,offensive_disrespectful
3459,imagine sad tranny shagging cunt manager. thank fuck we've got levein. @url,abusive_offensive
3460,@user @user fucking spic know hit ,offensive
3461,haha throwback third grade boy said ching chong ching chong pulled back eyes wasnt @url,offensive
3462,@user @user fuck stupid political cunt,offensive
3463,mercpine9 retard! xd #squiggybot,normal
3464,swedens pm continue pursue issue compelling countries accept quota refugees coming eu @url,fearful_normal
3465,probably cry bite pillow demand recount hypocritical twat loses seat next ge @url,fearful_abusive_hateful_disrespectful_normal
3466,getting paid 100/hr pick cotton &amp; call u nigger @url,offensive
3467,marketbuy lowcap trash like retard?nnyes.nndid feel good?nnyes.nnwill get rekt?nnyes.,normal
3468,@user shut yo goofy ass nigga delete vid faggot,abusive_offensive
3469,watched slender. worst retarded fucking movie ever seen life,abusive_offensive
3470,want shithole country,hateful
3471,keep mind im negro open mind got screen door #carterv,offensive
3472,@user murican tiping tradition like aint u already getting paid retard?,offensive
3473,@user spot ....... chris say anything reaction' sutton ... he's quite soup-taker yet g @url,disrespectful_normal
3474,ppl @user school: fuck ching chong music?,offensive
3475,@user i'm calling raghead bismarck byombo money,offensive
3476,said women know drive?... daft twat  @url,offensive
3477,@user well call faggot back?,hateful
3478,@user another neo-nazi retard you?,offensive
3479,negro must forgotten hes tv criticize attack black people..... coon!? @url,offensive
3480,kinda gutted get hours extra sleep. yes know i'm hong kong moment. yes know i'm greedy twat.,disrespectful_normal
3481,@user ok retard,offensive
3482,@user lol cunt,offensive
3483,cesar sayoc's retarded free speech normie tier though insane. reason suspect he'd mad bomber via fac @url,offensive_disrespectful
3484,saw dyke look like lil boosie kinda fine though,normal
3485,@user true usually get called fucking spic get searched times reason,offensive
3486,@user dude shut fuck up. fucking 3 year old fat suit. disrespectful cunt. reas @url,fearful_abusive_hateful_disrespectful_normal
3487,hmmm...doesn't fit trump's profiling description mexican muslim black foreign shithole cou @url,fearful_abusive
3488,much retard think nationalist= white nationalist. @url,offensive
3489,@user says homo orders chilli chicken wraps goes costa. thats gay get faggot,offensive_hateful
3490,cos nigger slave worth thousand lines code.,fearful_offensive_hateful_disrespectful_normal
3491,im eating showering wasting pleasantries cunt. @url,offensive
3492,who's paying new phone. lucky faggot that's  message @url,offensive
3493,terrorist week still: right-wing. white-guy. ever was.nnso take restaurant whining leftist mob @url,fearful_abusive_offensive_hateful_disrespectful
3494,@user u retarded sumething libtard?,offensive
3495,outside snow faling ching chong,offensive
3496,@user brother law used horrendous toh told stop tight twat ,fearful_offensive_hateful_disrespectful_normal
3497,faggot ass bitch.,fearful_abusive_offensive_hateful_normal
3498,liecheatoffendupsetangerdisrespectalienatebully generally cunt can't surprised grow old lonely,offensive
3499,@user @user banturds worst mass murderers ever. retarded know whit @url,hateful
3500,@user @user term 45 used awhile ago certain country's (shithole places) thats wha @url,offensive
3501,@user @user might've real issue shithole countries called shitholes. @url,offensive
3502,fucking bad cheeesus.. self righteous cunt. @url,hateful_disrespectful
3503,@user twat really say this? sadly almost sounds like might believably words? surel @url,hateful_disrespectful
3504,@user @user yelling ching chong racist. period.,offensive
3505,@user croatia want neither anyone else!! po back shithole country!!,offensive
3506,wifi acting retarded .. see y'all tomorrow comcast,offensive
3507,join us global journey walking 1 million kilometres side side migrants refugees.,normal
3508,dropshot bo4 youre fucking faggot,offensive
3509,@user @user south african living native country shithole according trump lik @url,offensive_normal
3510,normal people laugh: hehe *cute smile*... laughing: hahahahahahahahahahahahaha *claps hands like retarded seal*,disrespectful_normal
3511,ching chong day long,offensive
3512,measures opt keep premises  office kitchen break/lunch rooms uddf9 spic &amp; span @url,offensive
3513,@user @user susan ask?? go back come ok  nand forget buy stream mono,hateful
3514,- anonymous started emerging activism retard masksn- parts 4chan supported ideologies followi @url,offensive
3515,share three lucky mongol 2 pencils pass upcat @url,offensive_disrespectful
3516,@user whats ching chong bling blong,offensive
3517,rondo got retarded,offensive
3518,ok thought proper human i'm actually mongoloid,normal
3519,@user witnessing cultural shift resulting illegal aliens entering country ass @url,offensive
3520,today @user birthday cunts happy bday cute faggot,offensive
3521,@user @user i'll fight dyke @url,offensive
3522,lhhhh wtf i'm weak. girl retarded. lmfao,offensive
3523,peter:nmichelle: shut fucking faggot loser. musty bitch. go die hole,hateful
3524,okay white @url,normal
3525,@user @user @user @user thread twat.nnyou literally said it' @url,abusive_normal
3526,david laid unnatural looking cunt world,normal
3527,@user he's mentally ill sick twat. # ynwa,offensive
3528,@user @user refused entry countries made stay shithole helped dig.,offensive
3529,would even happy india losing match stat mafia would shut mouth this. nnbut sadly chinaman.,offensive
3530,...fun hear brother refer faggot thinks can't hear him.,offensive
3531,@user mongy jonny come lately doubt. remember going 2010 3-400 home fan @url,normal
3532,#maga assholes turned america shithole country...,hateful
3533,i'll spit dyke ass get beat bitch @user,fearful_abusive_offensive_hateful_disrespectful
3534,@user dumb. dumb. hooe dumb. eat shit racist twat,fearful_abusive_hateful_disrespectful_normal
3535,@user john flower faggot weighs 700 pounds lives college dorm refrigerator,hateful
3536,@user would head butted twat much sooner 2 minutes 20 seconds haha well ,offensive
3537,@user @user ice arresting people looking hispanic arresting illegal aliens.,fearful_offensive
3538,@user @user wow really mongoloid hahahahaha can't stop laughing. jesus christ. ebt available 1800s?,offensive
3539,@user one u stupid retard,offensive
3540,@user @user they're illegal aliens immigrants. get straight!,offensive
3541,trump fucking mongoloid saying protection fucking synagogue??nngo take fa @url,hateful
3542,one time got called raghead leicester ^2,normal
3543,@user cunt #snowflake,offensive
3544,oh fuck silly wetback cunt,abusive_disrespectful
3545,@user @user @user like 'media mongol'...?,offensive
3546,@user shitting right? watched every single leftist completely ignore elizabeth warren prov @url,offensive
3547,drink tap water i'm coffee addict instagram faggot,offensive
3548,here's retard  trying use non functional brain spread hatred. @url,offensive
3549,@user family guy holds bars stuff say  racist sexist lot never change ugly cunt complains,normal
3550,@user still faggot,offensive_hateful
3551,@user  ya twat ! nnalthough may download it...looks like handy stuff know... especially condition ,disrespectful_normal
3552,kept saying faggot left hhhhhh @url,normal
3553,call faggot yeah i'm drinking tea,normal
3554,@user chicoms love brainwash minorities. soros chicom mongol.,offensive
3555,steven taylor twat. nnross aloisi going mental.#brivwel,offensive
3556,shit cunt  @url,fearful_abusive_offensive_normal
3557,tell something... kind faggot runs around christmas sweater?,offensive
3558,@user turn us shithole country one would want come to. (so far adm @url,offensive
3559,also show boring even s1 riverdale interesting dyke icon cheryl blossom,offensive
3560,#magabomber fucking way hell anybody would send bomb themselves.nnthats retarded. you'r @url,fearful_disrespectful
3561,@user u look retard face ,offensive
3562,mdrn world hs frame. whoevr dont suit frame bigot.dis intellectual terrorism n victims wudnt even knw r victim.,offensive
3563,@user elected retard,offensive
3564,@user faggot cunt,abusive_hateful
3565,@user @user @user @user see mean retarded conservative supporters.. po @url,disrespectful_normal
3566,@user @user lol. dreamers arent illegal aliens.,disrespectful_normal
3567,damn shawty called nigger got suspended like 3 seconds lmao @url,hateful_normal
3568,point possibly retarded .,offensive
3569,listening watching kwame nkrumah's achievement country africa large media hubs @url,normal
3570,florida shithole country,offensive
3571,think translates nyou twat  @url,offensive_hateful_disrespectful
3572,@user imagine mentally retarded understand usage term stan means suic @url,abusive_offensive
3573,bull dyke beating hot lezzie fems down. @url,offensive
3574,imagine given birth nigger @url,hateful_normal
3575,attention: shithole countries coming nice,fearful_hateful
3576,take shit face ya daft muzzie twat!! @url,offensive
3577,cant possibly imagine stepping 6 plate bench lmfao. retarded. chest would explode. ,offensive
3578,here's example lowlife scumbags us who's trying spoil taliban name.nthis retarded fanatic torturer cl @url,offensive
3579,@user @user @user @user girl thought u meant ching chong chun-li bitch...,offensive
3580,@user mosquitoes exist bring disease suffering,abusive_normal
3581,@user remember threw fork called spic love memories,offensive
3582,@user tweety bird live nest mongoloid watch show,offensive
3583,fuck dutch retard (armoo) collabed 6ix9ine... literally everyone hates,offensive
3584,think i'm retard wait real lawyer put together going federal penitentiary kno @url,offensive_disrespectful
3585,@user gotcha. always fan seeing faggot-word wild.,offensive
3586,ching chong ling long!,normal
3587,what's big spotty cunt half way back? @url,abusive_normal
3588,dear ching chong ling longs expect react go rich ma?,fearful_hateful
3589,refugees: [displacement increases risk #statelessness - living limbo: europe's stateless refugees @url via @user,disrespectful_normal
3590,@user @user read lore-joe 10 minutes agonfuckig christ joe shut hell fucking mongoloid,offensive
3591,bro got called early theres delivery lol run fat sweaty balls bosses stinky stink face faggot,hateful
3592,u imagine retarded? u know like president?! even arrest 56-year-old suspect cesar @url,offensive
3593,im cunt wen im ready!! dnt test,fearful_normal
3594,- syria seen least 500000 deaths 11 million refugees. nothing happened libya comes clos,hateful_normal
3595,@user nigga half retarded god bc caption say fruit loopsn box fruit loops @url,offensive_hateful
3596,@user cunt,offensive
3597,@user like cunt,offensive
3598,@user fax send beats nigger,offensive
3599,get aids test thompson cus' wife's dude faggot! - mr. garrison #southpark,hateful
3600,@user meaning ur country globally recognized rather shithole,offensive
3601,becoming shithole country,offensive
3602,holy crap ching chong font @url,fearful_abusive_offensive_hateful_normal
3603,@user @user @user hear canada nice like immigrants. sayin!,fearful_offensive_disrespectful_hateful_normal
3604,seeing united fans making jokes helicopter crash last night new level retarded.,offensive
3605,@user chinese area weak. would personally go ching chong crazy access orange chicken regularly.,offensive_hateful
3606,@user time self teach entirely abstract language learn favorite ching chong boys saying,offensive_hateful
3607,@user embarrassment!! secondly twat must really be!!,offensive
3608,@user better example black person calling spanish people spic and/or wetback.,fearful_abusive_hateful_disrespectful_normal
3609,ha ha witness bouncing like fat lardy twat front clip  @url,offensive
3610,sound radio show paso robles today. discuss illegal aliens voting community safety mor @url,fearful_normal
3611,@user suck whole dick make 100k yearly bitch proven facts look job faggot di @url,offensive
3612,@user left guy expecting us work left faggot,offensive
3613,really walking around tailgate today high pterodactyl twat.,fearful_abusive_offensive_disrespectful_normal
3614,@user lol. people retarded. one greats doubt need come u @url,abusive_offensive
3615,@user @user @user says refugees never committed terrorism us. @url,normal
3616,like mingyu's dyke girlfriend,offensive
3617,@user @user man can't take dodgers fan anymore retard coach,offensive
3618,@user @user typical celtic cunt,offensive
3619,@user @user @user @user inels appear npc retarded meme.,offensive_hateful
3620,@user horse racing faggot,fearful_abusive_offensive_hateful_disrespectful
3621,note : talking refugees,offensive
3622,look face. rich happy. white trump's racist shithole country. that's @url,normal
3623,he's acting brave like administration electrocute faggot ass smithereens  @url,offensive
3624,@user @user @user @user runaway spic. ohhh im sorrry.,offensive_hateful
3625,@user @user im trying scroll tl fucking dyke,offensive
3626,pepper soup overrated  sugarcane underrated ,offensive
3627,@user shet kilig!!! hahaha thank u forever jowa spic girl!!! ily much!!! #jholiyah ,offensive_disrespectful
3628,@user yup thatll trade winnie extra 500 refugees,offensive
3629,@user @user timing complete cunt. end of. ever moan done you.,offensive_hateful
3630,@user probably cause twat.,abusive_disrespectful
3631,@user troll? fucking retard? best got? besides trying fool think li @url,offensive
3632,@user god look like faggot.,abusive_hateful
3633,stg younger used mad stupid. mental state people die keep eyes open ong retarded.,normal
3634,nigger cyber bullying @user @url,offensive
3635,@user @user what's mongy ?,disrespectful_normal
3636,australian aboriginal mongoloid y'all miss first ,offensive
3637,exeter posting like 4 minute emotional videos new stand hahahahaha ones died mongy pilgrims,offensive
3638,@user @user tell #maga supporters stop mailing bombs makes shithole country.,offensive
3639,@user @user fact guys bio reads shithole countries shows small @url,hateful_disrespectful
3640,brain day: potato potato ching chong tomato,offensive
3641,pull tweet calling robbie sexist twat introducing vibe five since they're putting tweets screen,offensive
3642,worship.....but worshipnnspecial retard one  @url,offensive
3643,clearly he's retarded @url,offensive
3644,@user @user someones get negro wake call.,offensive_hateful
3645,marko cunt.nntell something new. @url,fearful_abusive_offensive_hateful_normal
